"","doc_id","text","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"1021","5ry2OE6R2zPQFDO85XkgRb","Yeah  okay Lil CC on the beat  mmm Yeah  yeah I mean  where the fuck should I really even start  I got hoes that I'm keepin' in the dark I got my niggas 'cross the street livin' large Thinkin' back to the fact that they dead Thought my raps wasn't facts 'til they sat with the bars I got two phones  one need a charge Yeah  they twins  I could tell they ass apart I got big packs comin' on the way I got big stacks comin' out the safe I got Lil Max with me  he the wave It's a big gap between us in the game In the next life  I'm tryna stay paid When I die  put my money in the grave When I die  put my money in the grave I really gotta put a couple niggas in they place Really just lapped every nigga in the race I really might tat ""Realest Nigga"" on my face Lil CC let it slap with the bass I used to save hoes with a mask and a cape Now I'm like  ""Nah  love  I'm good  go away"" Ain't about to die with no money  I done gave it I was on top when that shit meant a lot Still on top like I'm scared of the drop Still on top and these niggas wanna swap Niggas wanna swap like it's Slauson or Watts I don't wanna change 'cause I'm good where I'm at Mob ties  so I'm always good where I'm at Word to Junior  Jazzy  Baby J Tell 'em when I die  put my money in the grave Couple figures  killers call and collect (Collect) She fuck a nigga  then she on to the next (Next) Really livin' large  she in awe with a mack When you niggas thinkin' small in the mall with a rat (Rat) Roll with us if you really wanna get it (Get it) Go get a half a million in the Sprinter (Sprinter) Phone ringin'  bitches know a big tipper (Tipper) I got the hookup and there's really no limit (Limit) Dead broke is in you nigga DNA (DNA) Rickey Smiley's in Decatur with the Lil' nigga  just another state case Bury my motherfuckin' Chase Bank  time to bounce (Bounce) Gotta count on my allowance (Gotta count on my allowance) You niggas snitches so I gotta reroute it (So I gotta reroute it) A nigga drippin' like I got a zillion dollars Got the trap jumpin' like Zion when I rebound it Then I'm out (Then I'm out) And I'll never talk about it (About it) The homies quiet  but we all smoke the loudest (Loudest) Rich niggas and I'm really bein' modest 'Cause the way I do my deals  never treated like a artist Want the house (House) You could DM my accountant My per diem six figures and I'm countin'Nine figures was the goal 'til I hit it These niggas ain't livin'  so bury mine with me Ross got it (Maybach Music) When I die  put my money in the grave I really gotta put a couple niggas in they place Really just lapped every nigga in the race I really might tat ""Realest Nigga"" on my face Lil CC let it slap with the bass I used to save hoes with a mask and a cape Now I'm like  ""Nah  love  I'm good  go away"" Ain't about to die with no money  I done gave it",0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541
"1025","5T8EDUDqKcs6OSOwEsfqG7","Tonight I'm gonna have myself a real good time;I feel alive;And the world, I'll turn it inside out, yeah;I'm floating around in ecstasy, so (Don't stop me now);(Don't stop me) 'Cause I'm havin' a good time, havin' a good time;I'm a shooting star leaping through the sky;Like a tiger defying the laws of gravity;I'm a racing car passing by like Lady Godiva;I'm gonna go, go, go, there's no stopping me;I'm burning through the sky, yeah;Two hundred degrees, that's why they call me Mister Fahrenheit;I'm travelling at the speed of light;I wanna make a supersonic man outta you;(Don't stop me now);I'm having such a good time, I'm having a ball;(Don't stop me now);If you wanna have a good time, just give me a call;(Don't stop me now) 'Cause I'm having a good time;(Don't stop me now) Yes, I'm having a good time;I don't wanna stop at all, yeah;I'm a rocket ship on my way to Mars on a collision course;I am a satellite, I'm out of control;I'm a sex machine ready to reload;Like an atom bomb about to, oh, oh, oh, oh, oh, explode!;I'm burning through the sky, yeah;Two hundred degrees, that's why they call me Mister Fahrenheit;I'm travelling at the speed of light;I wanna make a supersonic woman of you;(Don't stop me, don't stop me, don't stop me) Hey, hey, hey;(Don't stop me, don't stop me, ooh, ooh, ooh) I like it;(Don't stop me, don't stop me) Have a good time, good time;(Don't stop me, don't stop me) Woah;Let loose, honey, all right;Oh, I'm burning through the sky, yeah;Two hundred degrees, that's why they call me Mister Fahrenheit, hey;Travelling at the speed of light;I wanna make a supersonic man outta you (Yeah, yeah);(Don't stop me now);I'm having such a good time, I'm having a ball;(Don't stop me now);If you wanna have a good time, just give me a call (Ooh, alright);(Don't stop me now) 'Cause I'm having a good time (Yeah, yeah);(Don't stop me now) Yes, I'm having a good time;I don't wanna stop at all;Ah, da da da da;Da da ah ah;Ah da da, ah ah ah;Ah, da da;Ah, da da ah ah;Ooh, ooh ooh, ooh ooh",0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295
"1032","5uCax9HTNlzGybIStD3vDh","I met you in the dark;You lit me up;You made me feel as though;I was enough;We danced the night away;We drank too much;I held your hair back when;You were throwing up;Then you smiled over your shoulder;For a minute, I was stone cold sober;I pulled you closer to my chest;And you asked me to stay over;I said, I already told ya;I think that you should get some rest;I knew I loved you then;But you'd never know;'Cause I played it cool;When I was scared of letting go;I knew I needed you;But I never showed;I wanna stay with you;Until we're grey and old;Just say you won't let go;Just say you won't let go;I'll wake you up with some breakfast in bed;I'll bring you coffee;With a kiss on your head;And I'll take the kids to school;Wave them goodbye;And I'll thank my lucky stars for that night;When you looked over your shoulder;For a minute, I forget that I'm older;I wanna dance with you right now, oh;And you look as beautiful as ever;And I swear that everyday you'll get better;You make me feel this way somehow;I'm so in love with you;And I hope you know;Darling your love is more;Than worth its weight in gold;We've come so far my dear;Look how we've grown;And I wanna stay with you;Until we're grey and old;Just say you won't let go;Just say you won't let go;I wanna live with you;Even when we're ghosts;'Cause you were always there for me;When I needed you most;I'm gonna love you till;My lungs give out;I promise 'til death we part;Like in our vows;So I wrote this song for you;Now everybody knows;That it's just you and me;Until we're grey and old;Just say you won't let go;Just say you won't let go;Just say you won't let go;Oh, just say you won't let go",0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043
"1039","5vdp5UmvTsnMEMESIF2Ym7","Ooh, let's go!;Steve walks warily down the street;With the brim pulled way down low;Ain't no sound but the sound of his feet;Machine guns ready to go;Are you ready? Hey, are you ready for this?;Are you hanging on the edge of your seat?;Out of the doorway the bullets rip;To the sound of the beat, yeah;Another one bites the dust;Another one bites the dust;And another one gone, and another one gone;Another one bites the dust, yeah;Hey, I'm gonna get you too;Another one bites the dust;How do you think I'm going to get along;Without you, when you're gone;You took me for everything that I had;And kicked me out on my own;Are you happy, are you satisfied?;How long can you stand the heat?;Out of the doorway the bullets rip;To the sound of the beat;Look out;Another one bites the dust;Another one bites the dust;And another one gone, and another one gone;Another one bites the dust;Hey, I'm gonna get you, too;Another one bites the dust;Hey;Oh, take it;Bite the dust, hey;Another one bites the dust;Another one bites the dust, ow;Another one bites the dust, hey hey;Another one bites the dust, hey-eh-eh;Ooh;There are plenty of ways you can hurt a man;And bring him to the ground;You can beat him, you can cheat him, you can treat him bad;And leave him when he's down, yeah;But I'm ready, yes I'm ready for you;I'm standing on my own two feet;Out of the doorway the bullets rip;Repeating the sound of the beat;Oh yeah;Another one bites the dust;Another one bites the dust;And another one gone, and another one gone;Another one bites the dust, yeah;Hey, I'm gonna get you, too;Another one bites the dust;Shoot out;Ay-yeah;Alright",0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967
"1043","5w9c2J52mkdntKOmRLeM2m","D-D-D-D-D-DY Play N' Skillz te llamas  baby  Desde que te vi supe que eras pa' Dile a tus amigas que andamo' ready Esto lo seguimo' en el after party te llamas  baby  (Brr  brr) Desde que te vi supe que eras pa' Dile a tus amigas que andamo' ready Esto lo seguimo' en el after party (Su-su  ey) Con calma  yo quiero ver como ella lo menea Mueve ese poom-poom  girl Es una asesina  cuando baila quiere que to' el mundo la vea I like your poom-poom  girl (Sub-sube) Con calma  yo quiero ver como ella lo menea Mueve ese poom-poom  girl Tiene adrenalina  en medio 'e la pista  vente  hazme lo que sea I like your poom-poom  girl Ya vi que solita  La noche es de nosotro'  lo sabe' (You know!) Que ganas me dan-dan-dan De guayarte  mami  ese ram-pam-pam  yeah Esa criminal como lo mueve e' un delito (Oh) Tengo que arrestarte porque empiezo y no me quito (Eh) Tienes criminality  pero te doy fatality la flotando en mi gravity Daddy pone las regla'  tiene' que obedecer Mami  no tiene pausa  e' lo que vas a hacer    pa'   pa' alante y pa' (Eh  ey-ey-ey) Con calma  yo quiero ver como ella lo menea Mueve ese poom-poom  girl (Girl) Es una asesina  cuando baila quiere que to' el mundo la vea I like your poom-poom  girl Con calma  yo quiero ver como ella lo menea (Con calma) Mueve ese poom-poom  girl Tiene adrenalina  en medio 'e la pista  vente  hazme lo que sea I like your poom-poom  girl tiene' candela y yo tengo la vela Llama el 911  se quemando las suela' Me cuando la faldita esa me la modela Mami  enferma  pero tu show no lo cancela' Te llaman a ti la reina del party Mucha sandunga tiene ese body un paso  no-no-no pare   dale  dale! (Yo') Somos dos bandido' entre la rumba y romance Y  DJ  otra ve' pa' que dance   pa'   pa' alante y pa' (Ey  eh  ey) Con calma  yo quiero ver como ella lo menea (Con calma) Mueve ese poom-poom  girl (Girl) Es una asesina  cuando baila quiere que to' el mundo la vea I like your poom-poom  girl Con calma  yo quiero ver como ella lo menea (Con calma) Mueve ese poom-poom  girl Tiene adrenalina  en medio 'e la pista  vente  hazme lo que sea I like your poom-poom  girl Come with a nice young lady (What ) Intelligent  yes  she gentle and irie Everywhere me go me never lef' her at all-ie Yes-a Daddy Snow me are the roam dance man-a Roam between-a dancin' in-a in-a nation-a (Prr-prr-prr) You never know say daddy me Snow me are the boom shakata ) Me never lay-a down flat in-a one cardboard box-a  sube!) Yes-a Daddy Yankee me-a go reachin' out da top (What ) Con calma  yo quiero ver como ella lo menea Mueve ese poom-poom  girl (Girl) Es una asesina  cuando baila quiere que to' el mundo la vea I like your poom-poom  girl Con calma  ya' no say daddy me Snow me I go blame I like your poom-poom  girl 'Tective man a say  say daddy me Snow me stop a girl down the lane I love your poom-poom  girl",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989
"1044","5WHTFyqSii0lmT9R21abT8","When I'm underneath the bright lights;When I'm tryna have a good time;'Cause I'm good now you ain't mine;Now, now, now, now, don't call me up;When you're looking at my photos;Getting hot, losing control;You want me more now I let go;Now, now, now, now;I'm over you and I don't need your lies no more;'Cause the truth is, without you, boy, I'm stronger;And I know you said that I changed with my cold heart;But it was your game that left scars;Ooh, I'm over you;Don't call me up;I'm going out tonight;Feeling good now you're outta my life;Don't wanna talk about us;Gotta leave it behind;One drink and you're outta my mind;Now, now take it up;Baby, I'm on a high;You're alone, going out of your mind;When I'm here up in the club;And I don't wanna talk;So don't call me up;'Cause I'm here looking fine, babe;And I got eyes looking my way;And everybody's on my vibe, babe;Now, now, now, now, don't call me up;My friends said you were a bad man;I should have listened to them back then;And now you're tryna hit me up again;Now, now, now, now;I'm over you and I don't need your lies no more;'Cause the truth is, without you, boy, I'm stronger;And I know you said that I changed with my cold heart;But it was your game that left scars;Ooh, I'm over you;Don't call me up;I'm going out tonight;Feeling good now you're outta my life;Don't wanna talk about us;Gotta leave it behind;One drink and you're outta my mind;Now, now take it up;Baby, I'm on a high;You're alone, going out of your mind;When I'm here up in the club;And I don't wanna talk;So don't call me up;Don't call me up;So don't call me up;Don't call me up;I'm over you and I don't need your lies no more;'Cause the truth is, without you, boy, I'm stronger;And I know you said that I changed with my cold heart;But it was your game that left scars;Ooh, I'm over you;Don't call me up;I'm going out tonight;Feeling good now you're outta my life;Don't wanna talk about us;Gotta leave it behind;One drink and you're outta my mind;Now, now take it up;Baby, I'm on a high;You're alone, going out of your mind;When I'm here up in the club;And I don't wanna talk;So don't call me up",0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994
"1087","6b2RcmUt1g9N9mQ3CbjX2Y","I'm done hatin' myself for feelin'I'm done cryin' myself awake I gotta leave and start the healin' But when you move like that  I just wanna stay What have I become now  Lookin' through your phone now Oh now  love to you is just a game Look what I have done now Dialling up the numbers on you I don't want my heart to break Baby  how do you sleep when you lie to me  All that shame and all that danger I'm hopin' that my love will keep you up tonight Baby  how do you sleep when you lie to me  All that fear and all that pressure I'm hopin' that my love will keep you up tonight (Tell me  how do Love will keep you up tonight (Tell me  how do Oh  no  how did I manage to lose me  I am not this desperate  not this crazy There's no way I'm stickin' 'round to find out I won't lose like that  I won't lose myself Look what I have done (Done) Diallin' up the numbers on you I don't want my heart to break Baby  how do you sleep when you lie to me  All that shame and all that danger I'm hopin' that my love will keep you up tonight Baby  how do you sleep when you lie to me  All that fear and all that pressure I'm hopin' that my love will keep you up tonight (Tell me how do Yeah  yeah  yeah Love will keep you up tonight (Tell me how do Oh  love will keep you up tonight Baby  how do you sleep when you lie to me  All that shame and all that danger I'm hopin' that my love will keep you up tonight Baby  how do you sleep when you lie to me  (Oh) All that fear and all that pressure (Oh) I'm hopin' that my love will keep you up tonight(Tell me how do",0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567
"1095","6DCZcSspjsKoFjzjrWoCdn","And they wishin' and wishin' and wishin' and wishin';They wishin' on me, yuh;I been movin' calm, don't start no trouble with me;Tryna keep it peaceful is a struggle for me;Don't pull up at 6 AM to cuddle with me;You know how I like it when you lovin' on me;I don't wanna die for them to miss me;Yes, I see the things that they wishin' on me;Hope I got some brothers that outlive me;They gon' tell the story, shit was different with me;God's plan, God's plan;I hold back, sometimes I won't, yuh;I feel good, sometimes I don't, ayy, don'tI finessed down Weston Road, ayy, 'nessed;Might go down a G.O.D., yeah, wait;I go hard on Southside G, yuh, wait;I make sure that north-side eat;And still, bad things;It's a lot of bad things;That they wishin' and wishin' and wishin' and wishin';They wishin' on me;Bad things;It's a lot of bad things;That they wishin' and wishin' and wishin' and wishin';They wishin' on me;Yuh, ayy, ayy;She say, ""Do you love me?"" I tell her, ""Only partly;I only love my bed and my mama, I'm sorry""Fifty Dub, I even got it tatted on me81, they'll bring the crashers to the party;And you know me;Turn the O2 into the O3, dog;Without 40, Oli, there'd be no me;'Magine if I never met the broskies;God's plan, God's plan;I can't do this on my own, ayy, no, ayy;Someone watchin' this shit close, yep, close;I've been me since Scarlett Road, ayy, road, ayy;Might go down as G.O.D., yeah, wait;I go hard on Southside G, ayy, wait;I make sure that north-side eat, yuh;And still, bad things;It's a lot of bad things;That they wishin' and wishin' and wishin' and wishin';They wishin' on me, yeah, yeah;Bad things;It's a lot of bad things;That they wishin' and wishin' and wishin' and wishin';They wishin' on me, yeah",0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169
"1148","6Qs4SXO9dwPj5GKvVOv8Ki","Hmm, mhm;I don't wanna be alone tonight (Alone tonight);It's pretty clear that I'm not over you (Over you, over you);I'm still thinking 'bout the things you do (Things you do);So I don't wanna be alone tonight, alone tonight, alone tonight;Can you light the fire? (Light the fire, light the fire);I need somebody who can take control (Take control);I know exactly what I need to do;'Cause I don't wanna be alone tonight, alone tonight, alone tonight;Look what you made me do, I'm with somebody new;Ooh, baby, baby, I'm dancing with a stranger;Look what you made me do, I'm with somebody new;Ooh, baby, baby, I'm dancing with a stranger;Dancing with a stranger;I wasn't even going out tonight (Out tonight);But, boy, I need to get you off of my mind (Off of my mind);I know exactly what I have to do;I don't wanna be alone tonight, alone tonight, alone tonight;Look what you made me do, I'm with somebody new;Ooh, baby, baby, I'm dancing with a stranger;Look what you made me do, I'm with somebody new;Ooh, baby, baby, I'm dancing with a stranger;Dancing with a stranger;Dancing with a stranger;Dancing, yeah, ooh;Look what you made me do, I'm with somebody new (Ooh);Ooh, baby, baby, I'm dancing with a stranger;Look what you made me do, I'm with somebody new;Ooh, baby, baby, I'm dancing with a stranger;I'm dancing, I'm dancing (Ooh);I'm dancing, I'm dancing (Dancing with a stranger);I'm dancing, I'm dancing (Dancing with a stranger);I'm dancing, I'm dancing (Dancing with a stranger)",0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998
"1165","6TqXcAFInzjp0bODyvrWEq","Can we just talk? Can we just talk?;Talk about where we're goin';Before we get lost, lend me your thoughts;Can't get what we want without knowin';I've never felt like this before;I apologize if I'm movin' too far;Can we just talk? Can we just talk?;Figure out where we're goin';Yeah, started off right;I can see it in your eyes;I can tell that you're wantin' more;What's been on your mind?;There's no reason we should hide;Tell me somethin' I ain't heard before;Oh, I've been dreamin' 'bout it;And it's you I'm on;So stop thinkin' 'bout it;Can we just talk? Can we just talk?;Talk about where we're goin';Before we get lost, lend me your thoughts (Yeah);Can't get what we want without knowin' (No);I've never felt like this before;I apologize if I'm movin' too far;Can we just talk? Can we just talk?;Figure out where we're goin';Oh, nah;Penthouse view, left some flowers in the room;I'll make sure I leave the door unlocked;Now I'm on the way, swear I won't be late;I'll be there by five o'clock;Oh, you've been dreamin' 'bout it;And I'm what you want;So stop thinkin' 'bout it;Can we just talk? (Oh) Can we just talk?;Talk about where we're goin';Before we get lost, lend me your thoughts;Can't get what we want without knowin';I've never felt like this before;I apologize if I'm movin' too far;Can we just talk? Can we just talk?;Figure out where we're goin';Figure out where we're goin'",0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984
"1167","6v0lAdFF4haL8xjBIUjtOw","No te me tiene' que desesperar (-perar) Y si conmigo yo te quiero llevar (Llevar) El tiempo lo podemo' controlar y darte to'a la noche No te desespere' que esta noche yo te (Oh-oh-oh  yeah) Yo que quiere'  tranquila  que te lo te desespere'  que esta noche yo te Yo que quiere'  tranquila  que te lo (Uoh-oh-oh-oh  Ozuna) Un maldito que en las mujere' (-jere') No tiene mi cuerpo que a ti te quiere (Te quiere) me busca' cada ve' que te conviene (Conviene) Pero eso e' lo que mi sostiene Que ere' mala  mala que ere' (Oh-oh  oh-oh) Blanca  pelo negro  bien ricote que huele' huele') Dice que quiere verme  pero por viene Si me ve con otra  la intercede (Ma-Ma) Mami  si a no me quiere' no me habla' claro  Me llama' cuando te conviene (Me llama' cuando te conviene) Cuando contigo quiere' que sea malo  quiere' que sea malo (Uoh-oh) Mami  si a no me quiere' no me habla' claro  (Oh-ooh) Me llama' cuando te conviene (Eh-eh-eh) Cuando contigo quiere' que sea malo  quiere' que sea malo (Eh  eh) No te desespere' que esta noche yo te (Uoh  yeah) Yo que quiere'  tranquila  que te lo (Baby  eh) No te desespere'  que esta noche yo te Yo que quiere'  tranquila  que te lo Vamos a salir de lo normal Es entre nosotro'  me lo tienes que jurar (Yeah) Lo veo en tu cara  lo que quiere' e' jugar Te come' la comida si la quiere' calentar  yeah (Oh  oh-oh) No quiero dejarte respirar Te vo' a subir al cielo y no vas a querer bajar Nos vamo'  calladito' nos tenemo' que escapar Si nos cogen  mamita  esto se va a volver viral  yeah Mami  si a no me quiere' no me habla' claro  (Oh-oh) Me llama' cuando te conviene (Eh-eh-eh) Cuando contigo quiere' que sea malo  quiere' que sea malo (Eh-eh) Mami  si a no me quiere' no me habla' claro  Me llama' cuando te conviene (Me llama' cuando te conviene) Cuando contigo quiere' que sea malo  quiere' que sea malo (Uoh-oh  uoh-oh) No te desespere' que esta noche yo te (Uoh-oh  yeah) Yo que quiere'  tranquila  que te lo (Baby  eh) No te desespere'  que esta noche yo te Yo que quiere'  tranquila  que te lo (Oh-oh) N-I-C-K (Oh-oh  oh-oh) Nicky-Nicky-Nicky Jam (Yeah) Ozuna (Baby) Dos leyenda' (Baby) Chri-Chri-Chris Jeday Gaby Music (Oh-oh  oh-oh) La Industria Inc N-I-C-K (Uoh-oh) Nicky-Nicky-Nicky Jam (Baby)",0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997
"1170","6vBdBCoOhKHiYDDOcorfNo","Me and Kurt feel the same, too much pleasure is pain;My girl spites me in vain, all I do is complain;She needs something to change, need to take off the e-e-edge;So fuck it all tonight;And don't tell me to shut up;When you know you talk too much;But you don't got shit to say (Say);I want you out of my head;I want you out of my bedroom tonight (Bedroom);There's no way I could save you (Save you);'Cause I need to be saved too;I'm no good at goodbyes;We're both actin' insane, but too stubborn to change;Now I'm drinkin' again, 80 proof in my veins;And my fingertips stained, looking over the e-e-edge;Don't fuck with me tonight;Say you needed this heart, then you got it (Got it);Turns out that it wasn't what you wanted (Wanted);And we wouldn't let go and we lost it;Now I'm a goner;I want you out of my head (Head);I want you out of my bedroom tonight (Bedroom);There's no way I could save you (Save you);'Cause I need to be saved too (Saved too);I'm no good at goodbyes;I want you out of my life;I want you back here tonight;I'm tryna cut you, no knife;I wanna slice you and dice you;My argue possessive, it got you precise;Can you not turn off the TV? I'm watchin' the fight;I flood the garage, blue diamond, no shark;You're Barbie life doll, it's Nicki Minaj;You don't need a key to drive, your car on the charger;I just wanna see the side, the one that's unbothered (Yeah);And I don't want ya to never go outside (Outside);I promise if they play, my niggas slidin' (Slidin');I'm fuckin' her, and the tour bus still ridin' (Ridin');Yeah, yeah, yeah, yeah, yeah;I want you out of my head (Head);I want you out of my bedroom tonight (Bedroom);There's no way I could save you (Save you);'Cause I need to be saved too (Saved too);I'm no good at goodbyes;Goodbye, goodbye, goodbye (Bye, bye);Goodbye, goodbye, goodbye (Bye, bye);(Yeah, yeah, yeah, yeah, yeah);Goodbye, goodbye, goodbye (Bye, bye, bye);I'm no good at goodbyes;Goodbye, goodbye, goodbye (Bye, bye);Goodbye, goodbye, goodbye (Bye, bye);Goodbye, goodbye, goodbye (Bye, bye);I'm no good at goodbyes",0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231
"1177","6XHVuErjQ4XNm6nDPVCxVX","Before I die I'm tryna fuck you, baby;Hopefully we don't have no babies;I don't even wanna go back home;Hopefully, I don't leave you on your own;Ayy;Trips that you plan for the next whole week;Bands too long for a nigga so cheap;And your flex OD, and your sex OD;You got it, girl, you got it (Ayy);You got it, girl, you got (Yeah);Pretty lil' thing, you got a bag and now you wildin'You just took it off the lot, no mileage;Way they hittin' you, the DM lookin' violent;Talkin' wild, you come around and now they silent;Flew the coop at 17, no guidance;You be stayin' low but you know what the vibes is;Ain't never got you nowhere bein' modest;Poppin' shit but only 'cause you know you're poppin', yeah;You got it, girl, you got it (Ayy);You got it, girl, you got it;Lil' baby in her bag, in her Birkin;No nine to five, put the work in;Flaws and all, I love 'em all, to me, you're perfect;Baby girl, you got it, girl, you got it, girl (Oh-oh);You got it, girl, you got it, girl (Ooh);I don't wanna play no games, play no games;Fuck around, give you my last name (Oh);Know you tired of the same damn thing;That's okay 'cause, baby, you;You got it, girl, you got it (Oh, ooh, ayy);You got it, girl, you got it (Got it);You the only one I'm tryna make love to, pickin' and choosin';They ain't really love you, runnin' games, usin';All your stupid exes, they gon' call again;Tell 'em that a real nigga steppin' in;Don't let them niggas try you, test your patience;Tell 'em that it's over, ain't no debatin' (Uh);All you need is me playin' on your playlist;You ain't gotta be frustrated;I don't wanna play no games, play no games (Oh);Fuck around, give you my last name (My last name);Know you tired of the same damn thing (Same damn thing);That's okay 'cause, baby, you;You got it, girl, you got it (Oh, ooh, ayy);You got it, girl, you got it (Got it);I don't wanna;Before I die, I'm tryna fuck you, baby (Yeah);Hopefully, we don't have no babies (Ooh);I don't even wanna go back home;Hopefully, I don't leave you on your own;You got it, girl, you got it, oh;Play no games (No);Freaky (Freaky);I can learn a lot from you, gotta come teach me (Woo, woo);You a lil' hot girl, you a lil' sweetie (No, sweet);Sweet like Pearland, sweet like Peachtree (Like that);I can tell you crazy, but shit kind of intrigue me (No, yeah, I like that);(I don't wanna, I don't wanna);Seen it on the 'gram, I'm tryna see that shit in 3D, mami;I know I get around 'cause I like to move freely;(I don't, I don't);But you could lock it down, I could tell by how you treat me;(I don't, I don't);I seen how you did homeboy, so please take it easy (No, yeah);Good to have me on your side, I ain't sayin' that you need me (Yeah, yeah);Six God talk but I ain't tryna get preachy (No, no, no);I seen how you did homeboy, please take it easier on me'Cause I don't wanna (No) play no games, play no games;(I don't wanna, I don't wanna);I don't wanna play no games, play no games;(I don't, I don't);I don't, I don't;No",0.698,0.454,1,-6.756,0,0.151,0.123,0,0.155,0.137,92.932
"1185","6zeeWid2sgw4lap2jV61PZ","Better;Nothing, baby;Nothing feels better;I'm not really drunk, I never get that fucked up;I'm not, I'm so sober;Love to see you shine in the night like the diamond you are;(Love to see you shine in the night like the diamond you are);I'm good on the side, it's alright, just hold me in the dark;(I'm good on the side, it's alright, just hold me in the dark);No one's gotta know what we do, hit me up when you're bored;(No one's gotta know what we do, hit me up when you're bored);'Cause I live down the street;So we meet when you need and it's yours;All I hear is...;Nothing feels better than this;Nothing feels better;Nothing feels better than this;Nothing feels better, oh no;We don't gotta hide, this is what you like;I'll admit;Nothing feels better than this;You say we're just friends but I swear when nobody's around;(You say we're just friends but I swear when nobody's around);You keep my hand around your neck, we connect, are you feeling it now?;(You keep my hand around your neck, we connect, are you feeling it now?);'Cause I am;I got so high the other night, I swear to God, felt my feet lift the ground;(I got so high the other night, I swear to God I felt my feet lift the ground);Ooh, yeah;Your back against the wall, this is all you've been talking about;In my ears;Nothing feels better than this;Nothing feels better;Nothing feels better than this;Nothing feels better, oh no;We don't gotta hide, this is what you like;I admit;Nothing feels better than this;Now, left, right, left, right;Take it back, bring it side to side;Like that, like that, ayy;Ooh, now, left, right, left, right;Take it back, bring it side to side;Like;Nothing feels better than this;Nothing feels better;Nothing feels better than this;Nothing feels better, oh no;We don't gotta hide, this is what you like;I admit;Nothing feels better than this (Better than this);Nothing feels better than this",0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949
"1222","7COXchtUOMd6uIT6HvmRaI","I'm so tired of love songs, tired of love songs;Tired of love songs, tired of love;Just wanna go home, wanna go home;Wanna go home, whoa;So tired of love songs, tired of love songs;Tired of love songs, tired of love;Just wanna go home, wanna go home;Wanna go home, whoa;Party, trying my best to meet somebody;But everybody around me is falling in love to our song;I, I, oh I, yeah;Hate it, taking a shot 'cause I can't take it;But I don't think that they make anything that strong, so I hold on;I, I, oh I, yeah;I'm so tired of love songs, tired of love songs;Tired of love songs, tired of love;Just wanna go home, wanna go home;Wanna go home, whoa;So tired of love songs, tired of love songs;Tired of love songs, tired of love;Just wanna go home, wanna go home;Wanna go home, whoa;Strangers, killing my lonely nights with strangers;And when they leave, I go back to our song, I hold on;I, I, oh IHurts like heaven, lost in the sound;Buzz cut season like you're still around;Can't unmiss you and I need you now;Yeah, I, I, oh I, yeah;I'm so tired of love songs, tired of love songs;Tired of love songs, tired of love;Just wanna go home, wanna go home;Wanna go home, whoa;So tired of love songs, tired of love songs;Tired of love songs, tired of love;Just wanna go home, wanna go home;Wanna go home, whoa;I'm so tired of love songs;Tired of love songs, tired of love songs (Someone take me home);Tired of love songs, tired of love;Just wanna go home, wanna go home ('Cause I can't be alone);Wanna go home, whoa;So tired of love songs, tired of love songs ('Cause I'm so tired);Tired of love songs, tired of love;Just wanna go home, wanna go home;Wanna go home, whoa",0.599,0.733,11,-7.058,1,0.203,0.176,0,0.242,0.534,102.211
