"","Region","Track.Name","Artist","total_stream","yearly_rank","track_id","artists","artists_IDs","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","Artist_ID"
"3003","il","ממה את מפחדת","Eyal Golan",1724180,3,"1DtWzsbWqxF6cMkfTj8oXK","Eyal Golan;Benaia Barabi","54jZWpivOTllo1afYNSx5U;0WjQnf1rQ0tY84gGgjrQQ9",0.649,0.389,11,-8,0,0.0386,0.663,0,0.106,0.348,131.75,191538,4,"54jZWpivOTllo1afYNSx5U"
"3004","il","Señorita","Shawn Mendes",1705008,4,"0TK2YIli7K1leLovkQiNik","Shawn Mendes;Camila Cabello","7n2wHs1TKAczGzO7Dd2rGr;4nDoRrQiYLoBzwC5BhVJzF",0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190960,4,"7n2wHs1TKAczGzO7Dd2rGr"
"3005","il","כפיות","Eden Hason",1658065,5,"02hXZxgl6XwtAdK9y2sb6B","Eden Hason","6uQl3gu1AIXyvqCAxnc2q4",0.636,0.495,11,-7.474,1,0.0446,0.506,0,0.118,0.334,119.779,179522,4,"6uQl3gu1AIXyvqCAxnc2q4"
"3006","il","Soldi","Mahmood",1643290,6,"2dxky69jKzbtUfA3Hl8Nuo","Mahmood","06nvjg4wBANK6DCHjqtPNd",0.69,0.581,3,-9.832,0,0.0466,0.0404,0,0.111,0.372,94.904,195476,4,"06nvjg4wBANK6DCHjqtPNd"
"3007","il","7 rings","Ariana Grande",1611637,7,"14msK75pk3pA33pzPVNtBF","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR",0.725,0.321,1,-10.744,0,0.323,0.578,0,0.0884,0.319,70.142,178640,4,"66CXWjxzNUsdJxJ2JdwvnR"
"3008","il","קירות","Itay Levi",1540046,8,"1jDaPIikVXBh2h1ZqAEGZq","Itay Levi","6VdxGMRiiFQhI8F0FkuQZg",0.78,0.569,0,-7.822,0,0.068,0.395,0,0.184,0.5,123.03,197073,4,"6VdxGMRiiFQhI8F0FkuQZg"
"3009","il","bad guy","Billie Eilish",1519452,9,"2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,"6qqNVTkY8uBg9cP3Jd7DAH"
"3010","il","Happier","Marshmello",1417854,10,"2dpaYNEQHiRxtZbfNsse99","Marshmello;Bastille","64KEffDW9EtZ1y2vBYgq8T;7EQ0qTo7fWT7DPxmxtSYEc",0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4,"64KEffDW9EtZ1y2vBYgq8T"
"3011","il","מסע","Eliad",1410574,11,"2WBNUsV0WH7Cmjr71viWfC","Eliad","3F78m0H4Y4a1Dvd79TKVvw",0.803,0.664,0,-6.89,0,0.0382,0.116,0,0.0978,0.593,115.022,207228,4,"3F78m0H4Y4a1Dvd79TKVvw"
"3012","il","יעשו לנו כבוד","Omer Adam",1407713,12,"2VsihNYeb8uCaxmpr7L0GZ","Omer Adam","1IAEef07H0fd9aA8aUHUlL",0.767,0.498,11,-5.995,1,0.376,0.566,0,0.325,0.61,129.919,201500,4,"1IAEef07H0fd9aA8aUHUlL"
"3013","il","צבעים","Gil Vain",1385715,13,"0I6rh1Fz1zmJZARsxyo7v6","Gil Vain;Ron Buhnik","7LYtqxi8Le9d8KvQhzpcjj;0mFHr7lwZmiRqsuy6JCS2K",0.728,0.552,9,-8.208,0,0.0489,0.803,0,0.126,0.732,140.068,207545,4,"7LYtqxi8Le9d8KvQhzpcjj"
"3014","il","לשוב הביתה","Ishay Ribo",1364344,14,"52n4gF126eIllrGuc9Zus6","Ishay Ribo","3VTm1513t2LL1mSKzzyQuj",0.73,0.448,11,-9.074,0,0.0309,0.51,1.26e-05,0.0926,0.632,104.007,197481,4,"3VTm1513t2LL1mSKzzyQuj"
"3015","il","רחוק מכולם","Omer Adam",1315859,15,"2ut3zQxLTnkUwVckocuNPM","Omer Adam","1IAEef07H0fd9aA8aUHUlL",0.797,0.504,9,-6.149,0,0.0624,0.727,0,0.162,0.864,120.012,180216,4,"1IAEef07H0fd9aA8aUHUlL"
"3016","il","I Don't Care (with Justin Bieber)","Ed Sheeran",1309617,16,"0hVXuCcriWRGvwMV1r5Yn9","Ed Sheeran;Justin Bieber","6eUKZXaKkcviH0Ku9w2n3V;1uNFoZAHBGtllmzznpCI3s",0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,"6eUKZXaKkcviH0Ku9w2n3V"
"3017","il","Shallow","Lady Gaga",1307929,17,"2VxeLyX666F8uXCJ0dZF8B","Lady Gaga;Bradley Cooper","1HY2Jd0NmPuamShAr6KMms;4VIvfOurcf0vuLRxLkGnIG",0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215733,4,"1HY2Jd0NmPuamShAr6KMms"
"3018","il","שמישהו יעצור אותי","Eden Hason",1292919,18,"0KpRklQy5rorqtOWeip9E0","Eden Hason","6uQl3gu1AIXyvqCAxnc2q4",0.659,0.569,4,-6.247,0,0.0363,0.506,0,0.111,0.509,133.913,223513,4,"6uQl3gu1AIXyvqCAxnc2q4"
"3019","il","מתגעגעת","Nathan Goshen",1235325,19,"48pM1v8Z0EN8OiKzifbOWG","Nathan Goshen","5CXvT1JutlWVLJN8YEOf1h",0.626,0.347,1,-7.23,0,0.0436,0.0339,0,0.534,0.185,137.433,181802,4,"5CXvT1JutlWVLJN8YEOf1h"
"3020","il","שני משוגעים","Omer Adam",1225925,20,"1EbUjcgx4c1tLHdqC6eHJd","Omer Adam","1IAEef07H0fd9aA8aUHUlL",0.657,0.55,11,-5.511,0,0.0664,0.517,0,0.0746,0.515,116.931,170769,4,"1IAEef07H0fd9aA8aUHUlL"
"3021","il","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1206252,21,"0RiRZpuVRbi7oqRdSMwhQY","Post Malone;Swae Lee","246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX",0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,157560,4,"246dkjvS1zLTtiykXe5h60"
"3022","il","טמפרטורה","Omer Adam",1180775,22,"1YBHjsD9R7kEgGnXBlONjy","Omer Adam;Richie Loop","1IAEef07H0fd9aA8aUHUlL;0fwGtEcJ4v3H0btcbM0KWc",0.817,0.753,8,-3.427,1,0.0497,0.0173,4.31e-06,0.049,0.604,97.998,182449,4,"1IAEef07H0fd9aA8aUHUlL"
"3023","il","אלוף העולם","Hanan Ben Ari",1152544,23,"67dg9xeMIRXjcQbmbWtBFW","Hanan Ben Ari","343YYaA5MSjiZZ5cGyTr4u",0.583,0.433,10,-8.309,0,0.0501,0.746,0,0.133,0.22,127.513,215625,4,"343YYaA5MSjiZZ5cGyTr4u"
"3024","il","איך את אוהבת","Eden Hason",1136416,24,"4j6zwZXmowzteSNjeqq1np","Eden Hason","6uQl3gu1AIXyvqCAxnc2q4",0.75,0.703,6,-5.105,1,0.0433,0.186,0,0.152,0.537,108.021,179052,4,"6uQl3gu1AIXyvqCAxnc2q4"
"3025","il","High Hopes","Panic! At The Disco",1132739,25,"1rqqCSm0Qe4I9rUvWncaom","Panic! At The Disco","20JZFwl6HVl6yg8a4H3ZqK",0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4,"20JZFwl6HVl6yg8a4H3ZqK"
"3026","il","Sweet but Psycho","Ava Max",1070246,26,"25sgk305KZfyuqVBQIahim","Ava Max","4npEfmQ6YuiwW1GpUmaq3F",0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,4,"4npEfmQ6YuiwW1GpUmaq3F"
"3027","il","מישהו איתי כאן","Benaia Barabi",1061967,27,"3UEYFJsF12eG1L0zrqlLPZ","Benaia Barabi","0WjQnf1rQ0tY84gGgjrQQ9",0.721,0.632,2,-6.059,0,0.0332,0.727,0,0.117,0.377,99.966,218745,4,"0WjQnf1rQ0tY84gGgjrQQ9"
"3028","il","Without Me","Halsey",1050218,28,"5p7ujcrUXASCNwRaWNHR1C","Halsey","26VFTg2z8YR0cCuwLzESi2",0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4,"26VFTg2z8YR0cCuwLzESi2"
"3029","il","שיכורים","Eden Hason",1032867,29,"494ZfDEUkMIN6qhrqsNi75","Eden Hason","6uQl3gu1AIXyvqCAxnc2q4",0.755,0.621,6,-6.747,1,0.17,0.393,0,0.232,0.631,95.992,186075,4,"6uQl3gu1AIXyvqCAxnc2q4"
"3030","il","הלב שלי","Ishay Ribo",1000223,30,"1RK1MIBs9oM4RN1eYBfKzN","Ishay Ribo","3VTm1513t2LL1mSKzzyQuj",0.572,0.441,3,-8.496,1,0.0288,0.64,2.32e-05,0.0701,0.268,136.033,239000,4,"3VTm1513t2LL1mSKzzyQuj"
"3031","il","Sucker","Jonas Brothers",994355,31,"22vgEDb5hykfaTwLuskFGD","Jonas Brothers","7gOdHgIoIKoe4i9Tta6qdD",0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181027,4,"7gOdHgIoIKoe4i9Tta6qdD"
"3032","il","Con Calma","Daddy Yankee",991688,32,"5w9c2J52mkdntKOmRLeM2m","Daddy Yankee;Snow","4VMYDCV2IEDYJArk749S6m;3uZFBSsMiooimnprFL9jD1",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,"4VMYDCV2IEDYJArk749S6m"
"3033","il","Youngblood","5 Seconds of Summer",987416,33,"2iUXsYOEPhVqEBwsqP70rE","5 Seconds of Summer","5Rl15oVamLq7FbSb0NNBNy",0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4,"5Rl15oVamLq7FbSb0NNBNy"
"3034","il","Bohemian Rhapsody - Remastered 2011","Queen",982360,34,"4u7EnebtmKWzUH433cf5Qv","Queen","1dfeR4HaWDbWqFHLkxsg1d",0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,354320,4,"1dfeR4HaWDbWqFHLkxsg1d"
"3035","il","שבט אחים ואחיות","שבט אחים ואחיות",960548,35,"6V9doxBqWIdHujB55uxOiL","שבט אחים ואחיות","2f32tgtqy30LUzrrghGrzn",0.598,0.631,9,-7.815,0,0.0371,0.201,0,0.125,0.348,124.08,252796,4,"2f32tgtqy30LUzrrghGrzn"
"3036","il","סוודר","Noy Fadlon",960025,36,"4Yq0YrSQ8ACaZzBAZsVcBo","Noy Fadlon","4VFtBffxanXW7fbw1xH7at",0.413,0.46,7,-6.303,1,0.0924,0.774,0,0.152,0.226,86.221,201112,3,"4VFtBffxanXW7fbw1xH7at"
"3037","il","Girls Like You (feat. Cardi B)","Maroon 5",946586,37,"7fa9MBXhVfQ8P8Df9OEbD8","Maroon 5;Cardi B","04gDigrS5kc9YWfZHwBETP;4kYSro6naA4h99UJvo89HB",0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,"04gDigrS5kc9YWfZHwBETP"
"3038","il","ברגעים שאת הולכת","Osher Cohen",945814,38,"3YB8nipMIp5h5iXM23JvEx","Osher Cohen","2LUB7PhWK2j2obgSTeD3GN",0.509,0.643,11,-6.989,0,0.0486,0.587,0,0.178,0.454,159.846,228169,4,"2LUB7PhWK2j2obgSTeD3GN"
"3039","il","באתי לחלום","Nathan Goshen",935019,39,"1sHem1v7PIOjYX7vQlTGrF","Nathan Goshen","5CXvT1JutlWVLJN8YEOf1h",0.363,0.721,5,-6.612,0,0.112,0.173,0,0.0821,0.376,171.353,199407,4,"5CXvT1JutlWVLJN8YEOf1h"
"3040","il","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",931755,40,"4w8niZpiMy6qz1mntFA5uM","DJ Snake;Selena Gomez;Ozuna;Cardi B","540vIaP2JwjQb9dm3aArA4;0C8ZW7ezQVs4URX5aX7Kqx;1i8SpTcr7yvPOmcqrbnVXY;4kYSro6naA4h99UJvo89HB",0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,4,"540vIaP2JwjQb9dm3aArA4"
"3041","il","Lucid Dreams","Juice WRLD",921654,41,"0s3nnoMeVWz3989MkNQiRf","Juice WRLD","4MCBfE4596Uoi2O4DtmEMz",0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4,"4MCBfE4596Uoi2O4DtmEMz"
"3042","il","Wow.","Post Malone",911404,42,"2ve5NyzWHUbIYxL33goCX7","Post Malone","246dkjvS1zLTtiykXe5h60",0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4,"246dkjvS1zLTtiykXe5h60"
"3043","il","יאסו","Eden Ben Zaken",905369,43,"1XhmGf2ItpIcll24AeKZ6r","Eden Ben Zaken;Static & Ben El;Stephane legar","2eUKkTNZsIuZzV95DM0cbt;0xHa28taiElkcQf9o3z76g;2ZRiDEplNEZDgPBziiFEmk",0.795,0.787,11,-5.165,0,0.0864,0.147,1.87e-06,0.4,0.507,97.037,224629,4,"2eUKkTNZsIuZzV95DM0cbt"
"3044","il","Beautiful People (feat. Khalid)","Ed Sheeran",889342,44,"4evmHXcjt3bTUHD1cvny97","Ed Sheeran;Khalid","6eUKZXaKkcviH0Ku9w2n3V;6LuN9FCkKOj5PcnpouEgny",0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867,4,"6eUKZXaKkcviH0Ku9w2n3V"
"3045","il","יש ימים","Liran Danino",879351,45,"4634Q6zs4pvqGAXS5uXZau","Liran Danino","1DuDDXSYBMLr55q9lYmDEk",0.66,0.525,3,-6.572,0,0.0341,0.567,0,0.124,0.454,103.973,236000,3,"1DuDDXSYBMLr55q9lYmDEk"
"3046","il","חלק מהזמן","Idan Amedi",875626,46,"6AuhyP1rKXVGvvrqr5UNaK","Idan Amedi","6Kwkb16geAot0de45IW9Ox",0.568,0.455,3,-7.611,0,0.0308,0.626,0,0.129,0.641,68.464,223453,3,"6Kwkb16geAot0de45IW9Ox"
"3047","il","SICKO MODE","Travis Scott",860250,47,"2xLMifQCjDGFmkHkpNLD9h","Travis Scott","0Y5tJX1MQlPlqiwlOH1tJY",0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,4,"0Y5tJX1MQlPlqiwlOH1tJY"
"3048","il","תגידי לי שטוב לך","Omer Adam",859254,48,"3GWtGFEUh7ZS2J7eTScD32","Omer Adam","1IAEef07H0fd9aA8aUHUlL",0.633,0.524,2,-6.956,1,0.0773,0.38,0,0.203,0.479,135.635,207462,4,"1IAEef07H0fd9aA8aUHUlL"
"3049","il","מתפוצץ לי הראש","Eden Hason",846234,49,"7ASi7ezK3VWIgVSKHXgTCC","Eden Hason","6uQl3gu1AIXyvqCAxnc2q4",0.574,0.514,4,-6.823,0,0.0346,0.218,0,0.0819,0.382,149.819,184520,4,"6uQl3gu1AIXyvqCAxnc2q4"
"3050","il","אוהבת אותי אמיתי","Omer Adam",837486,50,"6oIov5sfpCAgi8EAO8VjOu","Omer Adam","1IAEef07H0fd9aA8aUHUlL",0.632,0.308,9,-8.761,1,0.0414,0.931,0,0.0788,0.585,101.526,220000,4,"1IAEef07H0fd9aA8aUHUlL"
"3051","il","עיניים","Eden Hason",822119,51,"13dz8meqaaQ39pRZ28gg9x","Eden Hason","6uQl3gu1AIXyvqCAxnc2q4",0.597,0.43,1,-7.314,0,0.0459,0.695,0,0.112,0.298,130.086,202047,4,"6uQl3gu1AIXyvqCAxnc2q4"
"3052","il","Better Now","Post Malone",812389,52,"7dt6x5M1jzdTEt8oCbisTK","Post Malone","246dkjvS1zLTtiykXe5h60",0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267,4,"246dkjvS1zLTtiykXe5h60"
"3053","il","thank u, next","Ariana Grande",797701,53,"2rPE9A1vEgShuZxxzR2tZH","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,"66CXWjxzNUsdJxJ2JdwvnR"
"3054","il","Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",793975,54,"4O4HtthxTvVL1Z1PuDb7GX","Lil Nas X;Billy Ray Cyrus","7jVv8c5Fj3E9VhNjxT4snq;60rpJ9SgigSd16DOAG7GSa",0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4,"7jVv8c5Fj3E9VhNjxT4snq"
"3055","il","Eastside (with Halsey & Khalid)","benny blanco",790017,55,"0d2iYfpKoM0QCKvcLCkBao","benny blanco;Halsey;Khalid","5CiGnKThu5ctn9pBxv7DGa;26VFTg2z8YR0cCuwLzESi2;6LuN9FCkKOj5PcnpouEgny",0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,173800,4,"5CiGnKThu5ctn9pBxv7DGa"
"3056","il","אחת ולתמיד","Ishay Ribo",788410,56,"3bgNXXL7TjlBDOl36wLWHk","Ishay Ribo","3VTm1513t2LL1mSKzzyQuj",0.596,0.479,8,-9.548,1,0.0313,0.475,2.14e-06,0.108,0.444,95.902,244620,4,"3VTm1513t2LL1mSKzzyQuj"
"3057","il","ילדים כאלה","Eden Hason",787283,57,"1yX4fjnwAAuggxCSBtLO9z","Eden Hason","6uQl3gu1AIXyvqCAxnc2q4",0.566,0.628,6,-5.411,0,0.0451,0.492,0,0.113,0.448,169.935,206265,4,"6uQl3gu1AIXyvqCAxnc2q4"
"3058","il","עד מחר","Eviatar Banai",780320,58,"5dlEgrCOjy9FTcQM1vrrh5","Eviatar Banai","3ObnkOSF8KZ9405ZPJtwbB",0.322,0.558,5,-7.165,1,0.0293,0.628,0.0171,0.143,0.286,163.074,267467,3,"3ObnkOSF8KZ9405ZPJtwbB"
"3059","il","2002","Anne-Marie",760264,59,"2BgEsaKNfHUdlh97KmvFyo","Anne-Marie","1zNqDE7qDGCsyzJwohVaoX",0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,186987,4,"1zNqDE7qDGCsyzJwohVaoX"
"3060","il","Rise","Jonas Blue",757354,60,"3KLygy1YWhmrQx0GRs7IOx","Jonas Blue;Jack & Jack","1HBjj22wzbscIZ9sEb5dyf;1INuLZXjjVbcJRyWvD1iSq",0.687,0.785,1,-4.65,1,0.0333,0.327,0,0.203,0.655,106.046,194408,4,"1HBjj22wzbscIZ9sEb5dyf"
"3061","il","הזוג הזה","Mergui",746710,61,"4wsc8OzliQP9P2ZiuevaBn","Mergui","6grXi1oBW9ayoP4FTt4r2Z",0.766,0.551,8,-10.247,0,0.0601,0.0865,0,0.0627,0.887,109.999,193860,4,"6grXi1oBW9ayoP4FTt4r2Z"
"3062","il","מה את מרגישה","Idan Amedi",744762,62,"2B9M3TbpXWZGupKfAoufUp","Idan Amedi","6Kwkb16geAot0de45IW9Ox",0.651,0.692,7,-7.276,0,0.115,0.831,2.69e-05,0.27,0.703,122.049,227604,4,"6Kwkb16geAot0de45IW9Ox"
"3063","il","If I Can't Have You","Shawn Mendes",717546,63,"2bT1PH7Cw3J9p3t7nlXCdh","Shawn Mendes","7n2wHs1TKAczGzO7Dd2rGr",0.691,0.823,2,-4.197,1,0.0623,0.487,0,0.134,0.87,123.935,191467,4,"7n2wHs1TKAczGzO7Dd2rGr"
"3064","il","תפסת לי מקום","Benaia Barabi",715822,64,"28wIP06VV0ucyHel0dJFMd","Benaia Barabi","0WjQnf1rQ0tY84gGgjrQQ9",0.394,0.405,8,-8.253,1,0.0407,0.659,0,0.132,0.303,147.562,206219,4,"0WjQnf1rQ0tY84gGgjrQQ9"
"3065","il","פתאום אהבה","Itay Levi",698642,65,"25MhaT3UAfNdu8US0KfVIn","Itay Levi","6VdxGMRiiFQhI8F0FkuQZg",0.684,0.459,0,-6.673,1,0.0671,0.461,0,0.367,0.399,105.975,212500,4,"6VdxGMRiiFQhI8F0FkuQZg"
"3066","il","Panini","Lil Nas X",690724,66,"1000nHvUdawXuUHgBod4Wv","Lil Nas X","7jVv8c5Fj3E9VhNjxT4snq",0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,114893,4,"7jVv8c5Fj3E9VhNjxT4snq"
"3067","il","Ransom","Lil Tecca",686856,67,"1kBbgxAUc4HQv7cgIayIDH","Lil Tecca","4Ga1P7PMIsmqEZqhYZQgDo",0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,131280,4,"4Ga1P7PMIsmqEZqhYZQgDo"
"3068","il","Don't Stop Me Now - Remastered","Queen",683758,68,"5T8EDUDqKcs6OSOwEsfqG7","Queen","1dfeR4HaWDbWqFHLkxsg1d",0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,209413,4,"1dfeR4HaWDbWqFHLkxsg1d"
"3069","il","bury a friend","Billie Eilish",682895,69,"4NzMOnvSJVNKF7nw5NkXIP","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH",0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,"6qqNVTkY8uBg9cP3Jd7DAH"
"3070","il","תתארו לכם","Shlomo Artzi",665812,70,"0CgiwDmWBRlmD4wYXBsQ5I","Shlomo Artzi","2W0dQPsEPd0tz7cj95gUse",0.537,0.636,10,-6.384,1,0.0331,0.774,0,0.156,0.55,91.003,227333,4,"2W0dQPsEPd0tz7cj95gUse"
"3071","il","אני מבולבל","Eden Hason",665713,71,"14HTOqZZqPDkK5n6vrL7YG","Eden Hason","6uQl3gu1AIXyvqCAxnc2q4",0.685,0.569,6,-6.69,0,0.0459,0.621,0,0.114,0.647,119.912,176815,4,"6uQl3gu1AIXyvqCAxnc2q4"
"3072","il","עכשיו הלב פתוח","Benaia Barabi",659507,72,"2UnjouMKvceTMggAGjBSYB","Benaia Barabi","0WjQnf1rQ0tY84gGgjrQQ9",0.648,0.454,9,-8.915,0,0.0361,0.537,1.35e-05,0.187,0.237,128.07,209961,4,"0WjQnf1rQ0tY84gGgjrQQ9"
"3073","il","Believer","Imagine Dragons",656826,73,"0pqnGHJpmpxLKifKRmU6WP","Imagine Dragons","53XhwfbYqKCa1cC15pYq2q",0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,204347,4,"53XhwfbYqKCa1cC15pYq2q"
"3074","il","FRIENDS","Marshmello",656544,74,"08bNPGLD8AhKpnnERrAc6G","Marshmello;Anne-Marie","64KEffDW9EtZ1y2vBYgq8T;1zNqDE7qDGCsyzJwohVaoX",0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,202621,4,"64KEffDW9EtZ1y2vBYgq8T"
"3075","il","Solo (feat. Demi Lovato)","Clean Bandit",652393,75,"3NuK5xMlSlB6K2Qp16zf3h","Clean Bandit;Demi Lovato","6MDME20pz9RveH9rEXvrOM;6S2OmqARrzebs0tKUEyXyp",0.74,0.622,11,-4.608,0,0.0446,0.0357,4.85e-05,0.356,0.556,104.966,222707,4,"6MDME20pz9RveH9rEXvrOM"
"3076","il","'פאוץ","Noa Kirel",647072,76,"0USBNSmk6buxHeANl7Rxnm","Noa Kirel","1wak0ZG1LUrZPYx8RDTQoD",0.795,0.658,7,-6.896,0,0.057,0.233,0.0883,0.247,0.786,139.917,167108,4,"1wak0ZG1LUrZPYx8RDTQoD"
"3077","il","תוכו רצוף אהבה","Ishay Ribo",640290,77,"1QP8gp1xtid9iE9L7SzB8e","Ishay Ribo","3VTm1513t2LL1mSKzzyQuj",0.55,0.464,11,-7.032,0,0.0323,0.565,0,0.221,0.316,71.867,199880,4,"3VTm1513t2LL1mSKzzyQuj"
"3078","il","Drum","Noa Kirel",639633,78,"3qjaGBUPlPuOWisR11tzDS","Noa Kirel","1wak0ZG1LUrZPYx8RDTQoD",0.693,0.824,10,-4.606,0,0.0383,0.00353,0,0.118,0.386,95.028,200570,4,"1wak0ZG1LUrZPYx8RDTQoD"
"3079","il","שהכאב ימצא לו חברים","Yam Refaeli",638516,79,"1KmujYKPsLB445VrBd3yMV","Yam Refaeli","0VWxCUPjwYC1haUA2kCrp6",0.764,0.515,10,-5.841,0,0.0353,0.031,0,0.181,0.614,112.062,204524,4,"0VWxCUPjwYC1haUA2kCrp6"
"3080","il","שונה מהנוף","Eden Ben Zaken",635774,80,"2UhjGvpY50QoOtT0qV3Wy0","Eden Ben Zaken;Eden Hason","2eUKkTNZsIuZzV95DM0cbt;6uQl3gu1AIXyvqCAxnc2q4",0.718,0.761,9,-4.172,0,0.148,0.0907,0.000258,0.0647,0.692,170.006,175071,4,"2eUKkTNZsIuZzV95DM0cbt"
"3081","il","Let Me Down Slowly","Alec Benjamin",633531,81,"2qxmye6gAegTMjLKEBoR3d","Alec Benjamin","5IH6FPUwQTxPSXurCrcIov",0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,169354,4,"5IH6FPUwQTxPSXurCrcIov"
"3082","il","כל הזמן הזה","Ravid Plotnik",626427,82,"3SSQpPFdf3WkAQgld5Eib8","Ravid Plotnik","2JQK9mzxqKz16lSgICHDTx",0.578,0.465,6,-11.032,0,0.0571,0.0594,0,0.267,0.331,147.94,298213,4,"2JQK9mzxqKz16lSgICHDTx"
"3083","il","בלילות","Rotem Cohen",624017,83,"5hSInaJ2Y6ABfMotfqoXIS","Rotem Cohen","524rbl9t4PcNkv2PjItZw0",0.324,0.57,1,-6.241,0,0.0396,0.695,0,0.841,0.211,80.242,231000,4,"524rbl9t4PcNkv2PjItZw0"
"3084","il","חצי מדינה","Eden Ben Zaken",623829,84,"0vCFSyNt3wED5FKsTKwcdi","Eden Ben Zaken","2eUKkTNZsIuZzV95DM0cbt",0.586,0.631,5,-5.243,0,0.037,0.514,0,0.21,0.364,150.091,177337,4,"2eUKkTNZsIuZzV95DM0cbt"
"3085","il","IDGAF","Dua Lipa",623678,85,"76cy1WJvNGJTj78UqeA5zr","Dua Lipa","6M2wZ9GZgrQXHCFfjv46we",0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,217947,4,"6M2wZ9GZgrQXHCFfjv46we"
"3086","il","when the party's over","Billie Eilish",619900,86,"14JzyD6FlBD5z0wV5P07YI","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH",0.498,0.104,1,-14.08,0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001,199931,3,"6qqNVTkY8uBg9cP3Jd7DAH"
"3087","il","Someone You Loved","Lewis Capaldi",617619,87,"2TIlqbIneP0ZY1O0EzYLlc","Lewis Capaldi","4GNC7GD6oZMSxPGyXy4MNB",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4,"4GNC7GD6oZMSxPGyXy4MNB"
"3088","il","בסיבוב","Tuna",615242,88,"5RnhWaP5VD3eJN3J0chPmh","Tuna;Tzlil","17pbOSPIn3lmY0vHhOlKGL;3rzVtsul7Jt3BFcy0UhWgs",0.633,0.81,11,-6.819,0,0.0486,0.0997,1.91e-06,0.12,0.665,94.009,313253,4,"17pbOSPIn3lmY0vHhOlKGL"
"3089","il","Old Town Road","Lil Nas X",615240,89,"0F7FA14euOIX8KcbEturGH","Lil Nas X","7jVv8c5Fj3E9VhNjxT4snq",0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,113000,4,"7jVv8c5Fj3E9VhNjxT4snq"
